Entity,Identifier
rowal,obo:FOODON_00004245
rowal fruit,obo:FOODON_00004246
rowal fruit (raw),obo:FOODON_00004247
rowal fruit (fermented),obo:FOODON_00004248
sapodilla,obo:FOODON_00004249
sapodilla fruit,obo:FOODON_00004250
sapodilla fruit (raw),obo:FOODON_00004251
chanterelle mushroom (raw),obo:FOODON_00004252
brown mushroom (raw),obo:FOODON_00004253
maitake mushroom (raw),obo:FOODON_00004254
morel mushroom (raw),obo:FOODON_00004255
coconut meat (raw),obo:FOODON_00004256
portobello mushroom (raw),obo:FOODON_00004257
shiitake mushroom (raw),obo:FOODON_00004258
white mushroom (raw),obo:FOODON_00004259
chinese chestnut (raw),obo:FOODON_00004261
corn on-the-cob (frozen),obo:FOODON_00004262
barley (hulled),obo:FOODON_00004263
seedless golden raisin (dried),obo:FOODON_00004264
chistora,obo:FOODON_00004267
chistorra,obo:FOODON_00004267
greenhouse tomato,obo:FOODON_00004268
"tomato (raw, greenhouse)",obo:FOODON_00004268
Labeo rohita egg,obo:FOODON_00004269
fish rohu egg,obo:FOODON_00004269
roho labeo egg,obo:FOODON_00004269
rohu egg,obo:FOODON_00004269
rui egg,obo:FOODON_00004269
hilsa egg,obo:FOODON_00004270
hilsa herring egg,obo:FOODON_00004270
hilsa shad egg,obo:FOODON_00004270
ilish egg,obo:FOODON_00004270
ilisha egg,obo:FOODON_00004270
kitten,obo:FOODON_00004271
ingredient,obo:FOODON_00004272
cow teat skin,obo:FOODON_00004273
food ingredient,obo:FOODON_00004274
processing aid,obo:FOODON_00004275
regulated processing aid,obo:FOODON_00004276
regulated,obo:FOODON_00004277
food (cubed),obo:FOODON_00004278
chopped meat,obo:FOODON_00004279
meat (chopped),obo:FOODON_00004279
tropical fish,obo:FOODON_00004283
meat strip,obo:FOODON_00004285
common wild pig,obo:FOODON_00004286
wild pig,obo:FOODON_00004286
wild swine,obo:FOODON_00004286
wild boar,obo:FOODON_00004286
food (unseasoned),obo:FOODON_00004287
food preservation applied,obo:FOODON_00004288
food preservation planned,obo:FOODON_00004289
no food preservation applied,obo:FOODON_00004290
food (cut),obo:FOODON_00004291
store cow,obo:FOODON_00004292
feeder cow,obo:FOODON_00004292
finisher cow,obo:FOODON_00004293
stocker cow,obo:FOODON_00004294
weanling cow,obo:FOODON_00004295
freemartin cow,obo:FOODON_00004296
nursing pig,obo:FOODON_00004297
poultry,obo:FOODON_00004298
chick,obo:FOODON_00004299
hatchling,obo:FOODON_00004300
laying hen,obo:FOODON_00004301
layer chicken,obo:FOODON_00004301
layer turkey,obo:FOODON_00004302
pullet,obo:FOODON_00004303
tom turkey (gobbler),obo:FOODON_00004304
ram (sheep),obo:FOODON_00004305
wether (sheep),obo:FOODON_00004306
dill spice,obo:FOODON_00004307
chicken breast cutlet,obo:FOODON_00004308
no food preservation planned,obo:FOODON_00004309
brassica carinata meal,obo:FOODON_00004310
boiling liquid,obo:FOODON_00004313
heating liquid,obo:FOODON_00004314
heating liquid to boiling point,obo:FOODON_00004315
heating water to boiling point,obo:FOODON_00004316
juvenile fish,obo:FOODON_00004317
fry (fish),obo:FOODON_00004318
fish egg,obo:FOODON_00004319
rice (cooked),obo:FOODON_00004320
italian-style,obo:FOODON_00004321
animal feed ingredient,obo:FOODON_00004322
compound feed premix,obo:FOODON_00004323
compound feed premix (medicated),obo:FOODON_00004324
animal feed,obo:FOODON_00004325
rice (uncooked),obo:FOODON_00004326
rice,obo:FOODON_00004327
organism piece,obo:FOODON_00004328
rice kernel with husk,obo:FOODON_00004329
rice husk,obo:FOODON_00004330
plant material,obo:FOODON_00004331
animal piece,obo:FOODON_00004332
plant piece,obo:FOODON_00004333
plant piece(s),obo:FOODON_00004334
animal piece(s),obo:FOODON_00004335
fungal material,obo:FOODON_00004336
animal sub-primal cut,obo:FOODON_00004337
consumer cut|retail cut,obo:FOODON_00004338
animal retail cut,obo:FOODON_00004338
ostrich,obo:FOODON_00004339
guar plant,obo:FOODON_00004340
food thickening additive,obo:FOODON_00004341
meal course,obo:FOODON_00004342
mafurra nut,obo:FOODON_00004343
romano cheese,obo:FOODON_00004344
"potato (with skin, boiled)",obo:FOODON_00004345
avocado pulp (raw),obo:FOODON_00004346
spelt kernel (cooked),obo:FOODON_00004347
raw,obo:FOODON_00004348
"navy bean (raw, sprouted)",obo:FOODON_00004349
asparagus bean (raw),obo:FOODON_00004350
"asparagus bean (raw, mature)",obo:FOODON_00004351
"pigeon pea (immature, raw)",obo:FOODON_00004352
white glutinous rice,obo:FOODON_00004353
white glutinous rice (uncooked),obo:FOODON_00004354
Komatsuna,obo:FOODON_00004356
japanese mustard spinach,obo:FOODON_00004356
kabuna,obo:FOODON_00004356
spinach mustard,obo:FOODON_00004356
tendergreen,obo:FOODON_00004356
mustard spinach leaf,obo:FOODON_00004356
mustard spinach leaf (raw),obo:FOODON_00004357
kelp (raw),obo:FOODON_00004358
Goji,obo:FOODON_00004360
wolfberry,obo:FOODON_00004360
goji berry,obo:FOODON_00004360
common bamboo shoot (raw),obo:FOODON_00004361
rolled oats (cooked),obo:FOODON_00004362
steel cut oats (cooked),obo:FOODON_00004363
durum wheat kernel (raw),obo:FOODON_00004364
freekeh,obo:FOODON_00004365
oriental wheat kernel (cooked),obo:FOODON_00004366
moringa pod (raw),obo:FOODON_00004369
parsnip (peeled),obo:FOODON_00004370
long-grain white rice (cooked),obo:FOODON_00004372
long grain brown rice (cooked),obo:FOODON_00004373
long grain brown rice (uncooked),obo:FOODON_00004374
pinto bean (cooked),obo:FOODON_00004375
black turtle bean (cooked),obo:FOODON_00004376
yellow bean (cooked),obo:FOODON_00004377
sumac,obo:FOODON_00004378
sumac berry (dried),obo:FOODON_00004379
rye kernel (cooked),obo:FOODON_00004380
pitaya,obo:FOODON_00004381
pitaya fruit,obo:FOODON_00004382
yellow pitaya fruit,obo:FOODON_00004383
Jamaican tangelo (raw),obo:FOODON_00004384
dragon fruit,obo:FOODON_00004385
mandarin orange (raw),obo:FOODON_00004386
kiwifruit,obo:FOODON_00004387
"kiwifruit (peeled, raw)",obo:FOODON_00004388
winged bean leaf,obo:FOODON_00004390
winged bean tuber,obo:FOODON_00004391
beautyberry,obo:FOODON_00004393
black beautyberry,obo:FOODON_00004394
black beautyberry (raw),obo:FOODON_00004395
american beautyberry,obo:FOODON_00004396
american beautyberry (raw),obo:FOODON_00004397
welchs pink berry,obo:FOODON_00004398
welchs pink berry (raw),obo:FOODON_00004399
raw hemp heart,obo:FOODON_00004400
"hemp seed (dehulled, raw)",obo:FOODON_00004400
"hemp seed (with hull, raw)",obo:FOODON_00004401
hemp seed (with hull),obo:FOODON_00004402
habanero (raw),obo:FOODON_00004403
papaya seed (ground),obo:FOODON_00004404
"quinoa seed (dried, cooked)",obo:FOODON_00004405
ivy gourd (raw),obo:FOODON_00004406
ivy gourd (frozen raw),obo:FOODON_00004407
labneh,obo:FOODON_00004408
greek yogurt,obo:FOODON_00004409
beef heart,obo:FOODON_00004410
dry cow,obo:FOODON_00004411
beef heart (raw),obo:FOODON_00004412
beef cattle,obo:FOODON_00004413
bison meat,obo:FOODON_00004414
bison meat (raw),obo:FOODON_00004415
bison meat (cooked),obo:FOODON_00004416
"turkey meat (ground, sauteed)",obo:FOODON_00004417
pink shrimp (cooked),obo:FOODON_00004418
pink shrimp (raw),obo:FOODON_00004419
goat milk butter (raw),obo:FOODON_00004421
goat meat (raw),obo:FOODON_00004422
wild boar meat (raw),obo:FOODON_00004424
wild boar meat (ground),obo:FOODON_00004425
duck egg white (raw),obo:FOODON_00004426
duck egg yolk (raw),obo:FOODON_00004427
duck egg,obo:FOODON_00004428
sweet potato (cooked),obo:FOODON_00004429
canola straw,obo:FOODON_00004430
red lentil (dried),obo:FOODON_00004432
brown lentil (dried),obo:FOODON_00004433
spelt,obo:FOODON_00004434
animal organ,obo:FOODON_00004436
baby arugula greens,obo:FOODON_00004437
common millet (cooked),obo:FOODON_00004438
anchovy (canned),obo:FOODON_00004439
delicata squash,obo:FOODON_00004440
delicata squash (raw),obo:FOODON_00004441
green acorn squash,obo:FOODON_00004442
green acorn squash (raw),obo:FOODON_00004443
golden acorn squash,obo:FOODON_00004444
golden acorn squash (raw),obo:FOODON_00004445
Mexican grey squash,obo:FOODON_00004446
mexican grey squash,obo:FOODON_00004446
Mexican grey squash (raw),obo:FOODON_00004447
mexican grey squash (raw),obo:FOODON_00004447
pignut hickory nut,obo:FOODON_00004448
Shellbark hickory,obo:FOODON_00004449
shellback hickory nut,obo:FOODON_00004449
Sweet pignut hickory,obo:FOODON_00004450
red hickory nut,obo:FOODON_00004450
shagbark hickory nut,obo:FOODON_00004451
mexican hickory nut,obo:FOODON_00004452
black hickory nut,obo:FOODON_00004453
green cardamom seed (dried),obo:FOODON_00004454
green cardamom (ground),obo:FOODON_00004455
cooking pot,obo:FOODON_00004456
food recipe process,obo:FOODON_00004457
plant piece aggregate,obo:FOODON_00004458
peel,obo:FOODON_00004459
piece of vegetable,obo:FOODON_00004460
process on aggregate,obo:FOODON_00004461
recipe yield,obo:FOODON_00004462
recipe total processing duration,obo:FOODON_00004463
recipe cooking duration,obo:FOODON_00004464
recipe assembly duration,obo:FOODON_00004465
recipe ingredient preparation duration,obo:FOODON_00004466
habanero,obo:FOODON_00004467
ivy gourd,obo:FOODON_00004468
fresh frozen,obo:FOODON_00004469
beef primal cut,obo:FOODON_00004470
piece of emu meat,obo:FOODON_00004471
elk roast,obo:FOODON_00004472
apple (peeled),obo:FOODON_00004473
slicing process,obo:FOODON_00004474
Chitala ornata,obo:FOODON_00004475
clown knifefish,obo:FOODON_00004475
featherback,obo:FOODON_00004475
spotted knifefish,obo:FOODON_00004475
clown featherback,obo:FOODON_00004475
beef sub-primal cut,obo:FOODON_00004476
beef roast,obo:FOODON_00004477
beef retail cut,obo:FOODON_00004478
lamb roast,obo:FOODON_00004479
pork roast,obo:FOODON_00004480
veal roast,obo:FOODON_00004481
lamb primal cut,obo:FOODON_00004482
pork primal cut,obo:FOODON_00004483
veal primal cut,obo:FOODON_00004484
lamb sub-primal cut,obo:FOODON_00004485
pork sub-primal cut,obo:FOODON_00004486
veal sub-primal cut,obo:FOODON_00004487
pork retail cut,obo:FOODON_00004488
lamb chop,obo:FOODON_00004489
pork chop,obo:FOODON_00004490
beef muscle tissue cut,obo:FOODON_00004491
pork muscle tissue cut,obo:FOODON_00004492
piece of pork,obo:FOODON_00004493
piece of ostrich meat,obo:FOODON_00004494
goat milk curd,obo:FOODON_00004495
buffalo milk curd,obo:FOODON_00004496
sheep milk curd,obo:FOODON_00004497
cow milk curd,obo:FOODON_00004498
piece of beef meat (boneless),obo:FOODON_00004499
food (thawed),obo:FOODON_00004501
fish (raw),obo:FOODON_00004502
wild animal,obo:FOODON_00004503
seabird,obo:FOODON_00004504
wild bird,obo:FOODON_00004505
beef round,obo:FOODON_02000000
beef round (raw),obo:FOODON_02000001
outside round,obo:FOODON_02000002
beef bottom round,obo:FOODON_02000002
beef bottom round (raw),obo:FOODON_02000003
beef bottom round steak,obo:FOODON_02000004
beef bottom round steak (raw),obo:FOODON_02000005
beef bottom round steak (boneless),obo:FOODON_02000006
"beef bottom round steak (boneless, raw)",obo:FOODON_02000007
beef bottom round roast,obo:FOODON_02000008
beef bottom round roast (raw),obo:FOODON_02000009
beef bottom round roast (boneless),obo:FOODON_02000010
"beef bottom round roast (boneless, raw)",obo:FOODON_02000011
beef top (inside) round,obo:FOODON_02000012
beef top round,obo:FOODON_02000012
beef top round (raw),obo:FOODON_02000013
inside round steak,obo:FOODON_02000014
beef top round steak,obo:FOODON_02000014
beef top round steak (raw),obo:FOODON_02000015
beef top round steak (boneless),obo:FOODON_02000016
"beef top round steak (boneless, raw)",obo:FOODON_02000017
beef top round steak (cap off),obo:FOODON_02000018
"beef top round steak (cap off, raw)",obo:FOODON_02000019
"beef top round steak (cap off, boneless, raw)",obo:FOODON_02000020
inside round roast,obo:FOODON_02000021
beef top round roast,obo:FOODON_02000021
beef top round roast (raw),obo:FOODON_02000022
beef top round roast (boneless),obo:FOODON_02000023
"beef top round roast (boneless, raw)",obo:FOODON_02000024
round tip|knuckle,obo:FOODON_02000025
beef sirloin tip,obo:FOODON_02000025
beef sirloin tip (raw),obo:FOODON_02000026
round tip roast,obo:FOODON_02000027
beef sirloin tip roast,obo:FOODON_02000027
beef sirloin tip roast (raw),obo:FOODON_02000028
beef sirloin tip steak,obo:FOODON_02000029
beef sirloin tip steak (raw),obo:FOODON_02000030
beef sirloin tip side roast,obo:FOODON_02000031
beef sirloin tip side roast (raw),obo:FOODON_02000032
beef sirloin tip side steak,obo:FOODON_02000033
beef sirloin tip side steak (raw),obo:FOODON_02000034
beef sirloin tip center roast,obo:FOODON_02000035
beef sirloin tip center roast (raw),obo:FOODON_02000036
beef sirloin tip center steak,obo:FOODON_02000037
beef sirloin tip center steak (raw),obo:FOODON_02000038
beef eye of round,obo:FOODON_02000039
beef eye of round (raw),obo:FOODON_02000040
beef eye of round roast,obo:FOODON_02000041
beef eye of round roast (raw),obo:FOODON_02000042
beef eye of round steak,obo:FOODON_02000043
beef eye of round steak (raw),obo:FOODON_02000044
beef chuck,obo:FOODON_02000045
mock tender,obo:FOODON_02000046
beef chuck tender,obo:FOODON_02000046
beef chuck tender (raw),obo:FOODON_02000047
mock tender steak,obo:FOODON_02000048
beef chuck tender steak,obo:FOODON_02000048
beef chuck tender steak (raw),obo:FOODON_02000049
beef medallion pot roast|beef mock tender roast,obo:FOODON_02000050
beef chuck tender roast,obo:FOODON_02000050
beef chuck tender roast (raw),obo:FOODON_02000051
beef chuck roll,obo:FOODON_02000052
beef chuck roll (raw),obo:FOODON_02000053
beef chuck eye roll,obo:FOODON_02000054
beef chuck eye roll (raw),obo:FOODON_02000055
chuck center roast,obo:FOODON_02000056
beef chuck eye roast,obo:FOODON_02000056
beef chuck eye roast (raw),obo:FOODON_02000057
beef chuck eye roll steak (boneless) | delmonico steak,obo:FOODON_02000058
beef chuck eye steak,obo:FOODON_02000058
beef chuck eye steak (raw),obo:FOODON_02000059
boneless country style rib|boneless Chuck roast,obo:FOODON_02000060
beef country-style rib,obo:FOODON_02000060
beef country-style rib (raw),obo:FOODON_02000061
chuck flat,obo:FOODON_02000062
beef under blade,obo:FOODON_02000062
sierra cut,obo:FOODON_02000063
beef sierra steak,obo:FOODON_02000063
beef sierra steak (raw),obo:FOODON_02000064
chuck under blade center steak|chuck under blade steak,obo:FOODON_02000065
beef denver steak,obo:FOODON_02000065
beef denver steak (raw),obo:FOODON_02000066
beef under blade roast (center-cut),obo:FOODON_02000067
beef denver roast,obo:FOODON_02000067
beef denver roast (raw),obo:FOODON_02000068
chuck shoulder clod,obo:FOODON_02000069
beef shoulder clod,obo:FOODON_02000069
beef shoulder clod (raw),obo:FOODON_02000070
clod heart|shoulder center|shoulder clod heart,obo:FOODON_02000071
beef shoulder clod arm roast,obo:FOODON_02000071
beef shoulder clod arm roast (raw),obo:FOODON_02000072
beef arm steak|beef arm chuck steak,obo:FOODON_02000073
beef shoulder steak,obo:FOODON_02000073
beef shoulder steak (raw),obo:FOODON_02000074
shoulder clod roast,obo:FOODON_02000075
beef shoulder roast,obo:FOODON_02000075
beef shoulder roast (raw),obo:FOODON_02000076
beef ranch steak,obo:FOODON_02000077
beef ranch steak (raw),obo:FOODON_02000078
shoulder tender|chuck shoulder tender,obo:FOODON_02000079
beef shoulder petite tender,obo:FOODON_02000079
beef shoulder petite tender (raw),obo:FOODON_02000080
petite tender medallion|teres major medallions,obo:FOODON_02000081
beef shoulder petite tender medallion,obo:FOODON_02000081
beef shoulder petite tender medallion (raw),obo:FOODON_02000082
beef top blade,obo:FOODON_02000083
beef top blade (raw),obo:FOODON_02000084
beef shoulder top blade steak,obo:FOODON_02000085
beef top blade steak,obo:FOODON_02000085
beef top blade steak (raw),obo:FOODON_02000086
beef flat iron steak,obo:FOODON_02000087
beef flat iron steak (raw),obo:FOODON_02000088
beef chuck short rib,obo:FOODON_02000089
beef chuck short rib (raw),obo:FOODON_02000090
beef chuck short rib (boneless),obo:FOODON_02000091
"beef chuck short rib (boneless, raw)",obo:FOODON_02000092
"chuck flat, chuck meat square",obo:FOODON_02000093
beef square cut chuck,obo:FOODON_02000093
beef square cut chuck (raw),obo:FOODON_02000094
7-bone steak,obo:FOODON_02000095
beef 7-bone chuck steak,obo:FOODON_02000095
beef 7-bone chuck steak (raw),obo:FOODON_02000096
beef 7-bone chuck roast,obo:FOODON_02000097
beef 7-bone chuck roast (raw),obo:FOODON_02000098
blade steak|boneless blade steak 1st cut,obo:FOODON_02000099
beef blade chuck steak,obo:FOODON_02000099
beef blade chuck steak (raw),obo:FOODON_02000100
chuck blade pot roast|chuck roast 1st cut|chuck roast blade cut,obo:FOODON_02000101
beef blade chuck roast,obo:FOODON_02000101
beef blade chuck roast (raw),obo:FOODON_02000102
beef center cut chuck roast|beef chuck center roast|beef chuck pot roast|beef pot roast,obo:FOODON_02000103
beef chuck roast,obo:FOODON_02000103
beef chuck roast (raw),obo:FOODON_02000104
chuck center steak,obo:FOODON_02000105
beef chuck steak,obo:FOODON_02000105
beef chuck steak (raw),obo:FOODON_02000106
beef cross-rib roast,obo:FOODON_02000107
beef cross-rib roast (raw),obo:FOODON_02000108
beef chuck arm steak,obo:FOODON_02000109
beef chuck arm steak (raw),obo:FOODON_02000110
chuck arm pot roast,obo:FOODON_02000111
beef chuck arm roast,obo:FOODON_02000111
beef chuck arm roast (raw),obo:FOODON_02000112
beef chuck neck roast,obo:FOODON_02000113
beef chuck neck roast (raw),obo:FOODON_02000114
beef chuck flap/edge roast,obo:FOODON_02000115
beef chuck flap/edge roast (raw),obo:FOODON_02000116
beef loin (raw),obo:FOODON_02000117
beef short loin,obo:FOODON_02000118
beef short loin (raw),obo:FOODON_02000119
beef T-bone steak (raw),obo:FOODON_02000120
beef strip loin (bone-in),obo:FOODON_02000121
"beef strip loin (bone-in, raw)",obo:FOODON_02000122
beef strip loin (boneless),obo:FOODON_02000123
"beef strip loin (boneless, raw)",obo:FOODON_02000124
beef top loin roast (boneless),obo:FOODON_02000125
beef strip roast (boneless),obo:FOODON_02000125
"beef strip roast (boneless, raw)",obo:FOODON_02000126
beef top loin steak (boneless),obo:FOODON_02000127
beef strip steak (boneless),obo:FOODON_02000127
"beef strip steak (boneless, raw)",obo:FOODON_02000128
